m,mean1,mean2,var_1,var_2,ttest_ind_precision_at_5,ttest_ind_precision_at_6,ttest_ind_precision_at_7,ttest_ind_precision_at_8,ttest_ind_precision_at_9,ttest_ind_precision_at_10,mannwhitneyu_precision_at_5,mannwhitneyu_precision_at_6,mannwhitneyu_precision_at_7,mannwhitneyu_precision_at_8,mannwhitneyu_precision_at_9,mannwhitneyu_precision_at_10,test_precision_at_5,test_precision_at_6,test_precision_at_7,test_precision_at_8,test_precision_at_9,test_precision_at_10,ttest_ind_recall_at_5,ttest_ind_recall_at_6,ttest_ind_recall_at_7,ttest_ind_recall_at_8,ttest_ind_recall_at_9,ttest_ind_recall_at_10,mannwhitneyu_recall_at_5,mannwhitneyu_recall_at_6,mannwhitneyu_recall_at_7,mannwhitneyu_recall_at_8,mannwhitneyu_recall_at_9,mannwhitneyu_recall_at_10,test_recall_at_5,test_recall_at_6,test_recall_at_7,test_recall_at_8,test_recall_at_9,test_recall_at_10
280,0,0,0.25,2.77,0.2,0.16666666666666666,0.14285714285714285,0.125,0.2222222222222222,0.2,0.4,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.6,0.7,0.8,0.8,0.9
280,0,0,0.25,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.7,0.8,0.8
280,0,0,0.25,2.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.7,0.8,0.8
280,0,0,0.25,2.95,0.0,0.0,0.0,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.9,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.7,0.8,0.9
280,0,0,0.25,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.6,0.7,0.8
280,0,0,0.25,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.7,0.7,0.7
280,0,0,0.25,3.13,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.8,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.9,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.5,0.6,0.7,0.8,0.9
280,0,0,0.25,3.19,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.2,0.2,0.16666666666666666,0.2857142857142857,0.25,0.2222222222222222,0.2,1.0,1.0,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.5,0.6,0.6,0.7,0.7,0.7
280,0,0,0.25,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,0.6,0.7,0.8
290,0,0,0.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,0,0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.2222222222222222,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2
290,0,0,0.25,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1
290,0,0,0.25,0.49,0.4,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,0.4,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,0.6,0.5,0.42857142857142855,0.375,0.3333333333333333,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3
290,0,0,0.25,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.42857142857142855,0.375,0.3333333333333333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3
290,0,0,0.25,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.42857142857142855,0.5,0.4444444444444444,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.4,0.4
290,0,0,0.25,0.6699999999999999,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.125,0.1111111111111111,0.1,0.4,0.5,0.42857142857142855,0.375,0.3333333333333333,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.4
290,0,0,0.25,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.7142857142857143,0.625,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.5,0.5,0.5
290,0,0,0.25,0.79,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.2,0.8,0.8333333333333334,0.7142857142857143,0.75,0.7777777777777778,0.7,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.5,0.6,0.7,0.7
290,0,0,0.25,0.85,0.0,0.0,0.0,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.6,0.5,0.5714285714285714,0.5,0.5555555555555556,0.6,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.3,0.4,0.4,0.5,0.6
290,0,0,0.25,0.91,0.2,0.16666666666666666,0.14285714285714285,0.25,0.2222222222222222,0.2,0.2,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,0.6,0.6666666666666666,0.7142857142857143,0.625,0.5555555555555556,0.5,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.5,0.5,0.5,0.5
290,0,0,0.25,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.42857142857142855,0.5,0.5555555555555556,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.4,0.5,0.6
290,0,0,0.25,1.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.8,0.8333333333333334,0.7142857142857143,0.625,0.6666666666666666,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.5,0.5,0.6,0.7
290,0,0,0.25,1.09,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.8,0.6666666666666666,0.7142857142857143,0.75,0.6666666666666666,0.7,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.4,0.5,0.6,0.6,0.7
290,0,0,0.25,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5714285714285714,0.5,0.5555555555555556,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.4,0.5,0.6
290,0,0,0.25,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.7,0.7,0.7
290,0,0,0.25,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5714285714285714,0.625,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.4,0.5,0.6,0.6
290,0,0,0.25,1.33,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,0.8333333333333334,0.8571428571428571,0.75,0.7777777777777778,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.5,0.6,0.6,0.7,0.7
290,0,0,0.25,1.39,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.7,0.7,0.7
290,0,0,0.25,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,0.6,0.7,0.8
290,0,0,0.25,1.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.8,0.8,0.8
290,0,0,0.25,1.5699999999999998,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.8,0.8333333333333334,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,0.6,0.7,0.7,0.7
290,0,0,0.25,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.7,0.8,0.8
290,0,0,0.25,1.69,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.2,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.2,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.5,0.6,0.7,0.8,0.8,0.9
290,0,0,0.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.8571428571428571,0.875,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.7,0.7,0.8
290,0,0,0.25,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.6,0.7,0.7,0.7
290,0,0,0.25,1.87,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.8,0.8333333333333334,0.8571428571428571,0.75,0.6666666666666666,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.5,0.6,0.6,0.6,0.6
290,0,0,0.25,1.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.75,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.6,0.6,0.6
290,0,0,0.25,1.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.6,0.7,0.8
290,0,0,0.25,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6666666666666666,0.7142857142857143,0.625,0.5555555555555556,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.5,0.5,0.5,0.6
290,0,0,0.25,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.8,0.8,0.9
290,0,0,0.25,2.17,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,1.0,1.0,0.875,0.7777777777777778,0.8,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.7,0.7,0.7,0.8
290,0,0,0.25,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.8,0.9,0.9
290,0,0,0.25,2.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.75,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.6,0.6,0.6
290,0,0,0.25,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.7,0.8,0.8
290,0,0,0.25,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,0.6,0.7,0.8
290,0,0,0.25,2.47,0.4,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,0.4,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.6,0.7,0.8,0.8,0.9
290,0,0,0.25,2.53,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.2,1.0,1.0,1.0,0.875,0.7777777777777778,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.5,0.6,0.7,0.7,0.7,0.7
290,0,0,0.25,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.7,0.7,0.7
290,0,0,0.25,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.7142857142857143,0.625,0.5555555555555556,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6
290,0,0,0.25,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.7,0.8,0.8
290,0,0,0.25,2.77,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,1.0,1.0,0.875,0.7777777777777778,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.7,0.7,0.7,0.7
290,0,0,0.25,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.7,0.8,0.9,1.0
290,0,0,0.25,2.89,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,1.0,1.0,1.0,0.8888888888888888,0.9,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.7,0.8,0.8,0.9
290,0,0,0.25,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.7142857142857143,0.75,0.7777777777777778,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.6,0.7,0.8
290,0,0,0.25,3.01,0.0,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.0,0.0,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.5,0.6,0.7,0.8,0.9,1.0
290,0,0,0.25,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8333333333333334,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.7,0.7,0.7
290,0,0,0.25,3.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.75,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.6,0.7,0.7
290,0,0,0.25,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.875,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.7,0.7,0.7
290,0,0,0.25,3.25,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.8,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.5,0.6,0.7,0.8,0.8
300,0,0,0.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,0,0,0.25,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.2857142857142857,0.25,0.2222222222222222,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
300,0,0,0.25,0.43,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.6,0.5,0.5714285714285714,0.625,0.5555555555555556,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.4,0.5,0.5,0.5
300,0,0,0.25,0.49,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.4,0.3333333333333333,0.2857142857142857,0.25,0.3333333333333333,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3
300,0,0,0.25,0.55,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.25,0.3333333333333333,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3
300,0,0,0.25,0.61,0.2,0.16666666666666666,0.14285714285714285,0.25,0.2222222222222222,0.2,0.2,0.3333333333333333,0.2857142857142857,0.25,0.2222222222222222,0.2,0.4,0.3333333333333333,0.2857142857142857,0.375,0.4444444444444444,0.4,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4
300,0,0,0.25,0.6699999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.5,0.42857142857142855,0.375,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.4
300,0,0,0.25,0.73,0.2,0.16666666666666666,0.14285714285714285,0.25,0.2222222222222222,0.2,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.4,0.3333333333333333,0.42857142857142855,0.375,0.4444444444444444,0.5,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.5
300,0,0,0.25,0.79,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.6,0.6666666666666666,0.5714285714285714,0.5,0.5555555555555556,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.4,0.4,0.5,0.6
300,0,0,0.25,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.7142857142857143,0.625,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.5,0.6,0.6
300,0,0,0.25,0.91,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,0.2,0.16666666666666666,0.14285714285714285,0.125,0.1111111111111111,0.1,1.0,1.0,0.8571428571428571,0.75,0.6666666666666666,0.6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.6,0.6,0.6,0.6
300,0,0,0.25,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.75,0.6666666666666666,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.6,0.6,0.6
300,0,0,0.25,1.03,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.0,0.0,0.0,0.0,0.1111111111111111,0.1,0.4,0.5,0.42857142857142855,0.5,0.4444444444444444,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.3,0.4,0.4,0.4
300,0,0,0.25,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.75,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.6,0.7,0.7
300,0,0,0.25,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8333333333333334,0.8571428571428571,0.875,0.8888888888888888,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.6,0.7,0.8,0.8
300,0,0,0.25,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6666666666666666,0.7142857142857143,0.75,0.7777777777777778,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.4,0.5,0.6,0.7,0.7
